symbol,display_symbol,description,exchange
BINANCE:FIROUSDT,FIRO/USDT,Binance FIRO/USDT,BINANCE
BINANCE:WABIBTC,WABI/BTC,Binance WABI/BTC,BINANCE
BINANCE:NUBTC,NU/BTC,Binance NU/BTC,BINANCE
BINANCE:PHBBTC,PHB/BTC,Binance PHB/BTC,BINANCE
BINANCE:XVSBUSD,XVS/BUSD,Binance XVS/BUSD,BINANCE
BINANCE:LITUSDT,LIT/USDT,Binance LIT/USDT,BINANCE
BINANCE:BDOTDOT,BDOT/DOT,Binance BDOT/DOT,BINANCE
BINANCE:SYSBUSD,SYS/BUSD,Binance SYS/BUSD,BINANCE
BINANCE:ALGOUSDC,ALGO/USDC,Binance ALGO/USDC,BINANCE
BINANCE:HARDBTC,HARD/BTC,Binance HARD/BTC,BINANCE
BINANCE:ICNETH,ICN/ETH,Binance ICN/ETH,BINANCE
BINANCE:BNXUSDT,BNX/USDT,Binance BNX/USDT,BINANCE
BINANCE:DOCKUSDT,DOCK/USDT,Binance DOCK/USDT,BINANCE
BINANCE:LTCBUSD,LTC/BUSD,Binance LTC/BUSD,BINANCE
BINANCE:WINGSBTC,WINGS/BTC,Binance WINGS/BTC,BINANCE
BINANCE:SRMUSDT,SRM/USDT,Binance SRM/USDT,BINANCE
BINANCE:MINABTC,MINA/BTC,Binance MINA/BTC,BINANCE
BINANCE:XMRBTC,XMR/BTC,Binance XMR/BTC,BINANCE
BINANCE:EPSBTC,EPS/BTC,Binance EPS/BTC,BINANCE
BINANCE:ARUSDT,AR/USDT,Binance AR/USDT,BINANCE
BINANCE:BTSBNB,BTS/BNB,Binance BTS/BNB,BINANCE
BINANCE:TRIBEUSDT,TRIBE/USDT,Binance TRIBE/USDT,BINANCE
BINANCE:ENSBUSD,ENS/BUSD,Binance ENS/BUSD,BINANCE
BINANCE:BRDETH,BRD/ETH,Binance BRD/ETH,BINANCE
BINANCE:UNIUPUSDT,UNIUP/USDT,Binance UNIUP/USDT,BINANCE
BINANCE:KAVAETH,KAVA/ETH,Binance KAVA/ETH,BINANCE
BINANCE:FISBUSD,FIS/BUSD,Binance FIS/BUSD,BINANCE
BINANCE:QTUMBUSD,QTUM/BUSD,Binance QTUM/BUSD,BINANCE
BINANCE:WRXBUSD,WRX/BUSD,Binance WRX/BUSD,BINANCE
BINANCE:YFIIBUSD,YFII/BUSD,Binance YFII/BUSD,BINANCE
BINANCE:PHXBTC,PHX/BTC,Binance PHX/BTC,BINANCE
BINANCE:AUTOUSDT,AUTO/USDT,Binance AUTO/USDT,BINANCE
BINANCE:MAGICBTC,MAGIC/BTC,Binance MAGIC/BTC,BINANCE
BINANCE:QTUMBTC,QTUM/BTC,Binance QTUM/BTC,BINANCE
BINANCE:GMTUSDT,GMT/USDT,Binance GMT/USDT,BINANCE
BINANCE:KSMBNB,KSM/BNB,Binance KSM/BNB,BINANCE
BINANCE:MCOBNB,MCO/BNB,Binance MCO/BNB,BINANCE
BINANCE:BTCIDRT,BTC/IDRT,Binance BTC/IDRT,BINANCE
BINANCE:TBUSD,T/BUSD,Binance T/BUSD,BINANCE
BINANCE:JASMYEUR,JASMY/EUR,Binance JASMY/EUR,BINANCE
BINANCE:BNBUSDC,BNB/USDC,Binance BNB/USDC,BINANCE
BINANCE:SYSETH,SYS/ETH,Binance SYS/ETH,BINANCE
BINANCE:DYDXETH,DYDX/ETH,Binance DYDX/ETH,BINANCE
BINANCE:EOSAUD,EOS/AUD,Binance EOS/AUD,BINANCE
BINANCE:ATABTC,ATA/BTC,Binance ATA/BTC,BINANCE
BINANCE:SLPETH,SLP/ETH,Binance SLP/ETH,BINANCE
BINANCE:ENSTRY,ENS/TRY,Binance ENS/TRY,BINANCE
BINANCE:USDTRUB,USDT/RUB,Binance USDT/RUB,BINANCE
BINANCE:RENBUSD,REN/BUSD,Binance REN/BUSD,BINANCE
BINANCE:REPBNB,REP/BNB,Binance REP/BNB,BINANCE
BINANCE:LINKNGN,LINK/NGN,Binance LINK/NGN,BINANCE
BINANCE:OSMOUSDT,OSMO/USDT,Binance OSMO/USDT,BINANCE
BINANCE:ETHBULLBUSD,ETHBULL/BUSD,Binance ETHBULL/BUSD,BINANCE
BINANCE:CTKBUSD,CTK/BUSD,Binance CTK/BUSD,BINANCE
BINANCE:NBTUSDT,NBT/USDT,Binance NBT/USDT,BINANCE
BINANCE:LINKBUSD,LINK/BUSD,Binance LINK/BUSD,BINANCE
BINANCE:1INCHUSDT,1INCH/USDT,Binance 1INCH/USDT,BINANCE
BINANCE:GALAAUD,GALA/AUD,Binance GALA/AUD,BINANCE
BINANCE:APTEUR,APT/EUR,Binance APT/EUR,BINANCE
BINANCE:SUSHIUSDT,SUSHI/USDT,Binance SUSHI/USDT,BINANCE
BINANCE:DOTBUSD,DOT/BUSD,Binance DOT/BUSD,BINANCE
BINANCE:LTCNGN,LTC/NGN,Binance LTC/NGN,BINANCE
BINANCE:FLOWUSDT,FLOW/USDT,Binance FLOW/USDT,BINANCE
BINANCE:VIABTC,VIA/BTC,Binance VIA/BTC,BINANCE
BINANCE:ATABNB,ATA/BNB,Binance ATA/BNB,BINANCE
BINANCE:UNIUSDT,UNI/USDT,Binance UNI/USDT,BINANCE
BINANCE:LUNAETH,LUNA/ETH,Binance LUNA/ETH,BINANCE
BINANCE:LINABNB,LINA/BNB,Binance LINA/BNB,BINANCE
BINANCE:BTCTRY,BTC/TRY,Binance BTC/TRY,BINANCE
BINANCE:WAVESRUB,WAVES/RUB,Binance WAVES/RUB,BINANCE
BINANCE:DOGEBRL,DOGE/BRL,Binance DOGE/BRL,BINANCE
BINANCE:MTHETH,MTH/ETH,Binance MTH/ETH,BINANCE
BINANCE:GOBNB,GO/BNB,Binance GO/BNB,BINANCE
BINANCE:RGTUSDT,RGT/USDT,Binance RGT/USDT,BINANCE
BINANCE:HCBTC,HC/BTC,Binance HC/BTC,BINANCE
BINANCE:GNTBNB,GNT/BNB,Binance GNT/BNB,BINANCE
BINANCE:BCPTETH,BCPT/ETH,Binance BCPT/ETH,BINANCE
BINANCE:PERLBTC,PERL/BTC,Binance PERL/BTC,BINANCE
BINANCE:TROYBUSD,TROY/BUSD,Binance TROY/BUSD,BINANCE
BINANCE:APETRY,APE/TRY,Binance APE/TRY,BINANCE
BINANCE:BELBTC,BEL/BTC,Binance BEL/BTC,BINANCE
BINANCE:AAVEETH,AAVE/ETH,Binance AAVE/ETH,BINANCE
BINANCE:CRVUSDT,CRV/USDT,Binance CRV/USDT,BINANCE
BINANCE:BARBUSD,BAR/BUSD,Binance BAR/BUSD,BINANCE
BINANCE:ADABKRW,ADA/BKRW,Binance ADA/BKRW,BINANCE
BINANCE:WINGUSDT,WING/USDT,Binance WING/USDT,BINANCE
BINANCE:POLYUSDT,POLY/USDT,Binance POLY/USDT,BINANCE
BINANCE:MOBBUSD,MOB/BUSD,Binance MOB/BUSD,BINANCE
BINANCE:ANYBUSD,ANY/BUSD,Binance ANY/BUSD,BINANCE
BINANCE:HNTBTC,HNT/BTC,Binance HNT/BTC,BINANCE
BINANCE:GRTTRY,GRT/TRY,Binance GRT/TRY,BINANCE
BINANCE:WAVESBUSD,WAVES/BUSD,Binance WAVES/BUSD,BINANCE
BINANCE:APEBUSD,APE/BUSD,Binance APE/BUSD,BINANCE
BINANCE:TROYBTC,TROY/BTC,Binance TROY/BTC,BINANCE
BINANCE:DEXEBUSD,DEXE/BUSD,Binance DEXE/BUSD,BINANCE
BINANCE:API3USDT,API3/USDT,Binance API3/USDT,BINANCE
BINANCE:API3BTC,API3/BTC,Binance API3/BTC,BINANCE
BINANCE:QSPBNB,QSP/BNB,Binance QSP/BNB,BINANCE
BINANCE:DCRUSDT,DCR/USDT,Binance DCR/USDT,BINANCE
BINANCE:IMXBUSD,IMX/BUSD,Binance IMX/BUSD,BINANCE
BINANCE:FUNETH,FUN/ETH,Binance FUN/ETH,BINANCE
BINANCE:ALCXBUSD,ALCX/BUSD,Binance ALCX/BUSD,BINANCE
BINANCE:BTCUSDT,BTC/USDT,Binance BTC/USDT,BINANCE
BINANCE:ACHBUSD,ACH/BUSD,Binance ACH/BUSD,BINANCE
BINANCE:MASKBNB,MASK/BNB,Binance MASK/BNB,BINANCE
BINANCE:JUVUSDT,JUV/USDT,Binance JUV/USDT,BINANCE
BINANCE:DUSKBTC,DUSK/BTC,Binance DUSK/BTC,BINANCE
BINANCE:KEEPBUSD,KEEP/BUSD,Binance KEEP/BUSD,BINANCE
BINANCE:BELTRY,BEL/TRY,Binance BEL/TRY,BINANCE
BINANCE:MTHBTC,MTH/BTC,Binance MTH/BTC,BINANCE
BINANCE:QLCETH,QLC/ETH,Binance QLC/ETH,BINANCE
BINANCE:WANETH,WAN/ETH,Binance WAN/ETH,BINANCE
BINANCE:CTSIUSDT,CTSI/USDT,Binance CTSI/USDT,BINANCE
BINANCE:LUNABRL,LUNA/BRL,Binance LUNA/BRL,BINANCE
BINANCE:AAVEDOWNUSDT,AAVEDOWN/USDT,Binance AAVEDOWN/USDT,BINANCE
BINANCE:RDNETH,RDN/ETH,Binance RDN/ETH,BINANCE
BINANCE:SUBBTC,SUB/BTC,Binance SUB/BTC,BINANCE
BINANCE:PLAUSDT,PLA/USDT,Binance PLA/USDT,BINANCE
BINANCE:MDXBNB,MDX/BNB,Binance MDX/BNB,BINANCE
BINANCE:EOSUPUSDT,EOSUP/USDT,Binance EOSUP/USDT,BINANCE
BINANCE:SUSHIDOWNUSDT,SUSHIDOWN/USDT,Binance SUSHIDOWN/USDT,BINANCE
BINANCE:USDSTUSD,USDS/TUSD,Binance USDS/TUSD,BINANCE
BINANCE:BNTBTC,BNT/BTC,Binance BNT/BTC,BINANCE
BINANCE:RLCUSDT,RLC/USDT,Binance RLC/USDT,BINANCE
BINANCE:HIGHBNB,HIGH/BNB,Binance HIGH/BNB,BINANCE
BINANCE:ROSEBUSD,ROSE/BUSD,Binance ROSE/BUSD,BINANCE
BINANCE:LINKBNB,LINK/BNB,Binance LINK/BNB,BINANCE
BINANCE:UMATRY,UMA/TRY,Binance UMA/TRY,BINANCE
BINANCE:CNDBTC,CND/BTC,Binance CND/BTC,BINANCE
BINANCE:GVTETH,GVT/ETH,Binance GVT/ETH,BINANCE
BINANCE:LAZIOBTC,LAZIO/BTC,Binance LAZIO/BTC,BINANCE
BINANCE:CKBBTC,CKB/BTC,Binance CKB/BTC,BINANCE
BINANCE:SXPEUR,SXP/EUR,Binance SXP/EUR,BINANCE
BINANCE:BTGETH,BTG/ETH,Binance BTG/ETH,BINANCE
BINANCE:BCCBNB,BCC/BNB,Binance BCC/BNB,BINANCE
BINANCE:SALTETH,SALT/ETH,Binance SALT/ETH,BINANCE
BINANCE:ENSBTC,ENS/BTC,Binance ENS/BTC,BINANCE
BINANCE:BNBUPUSDT,BNBUP/USDT,Binance BNBUP/USDT,BINANCE
BINANCE:NEBLBTC,NEBL/BTC,Binance NEBL/BTC,BINANCE
BINANCE:WINGBTC,WING/BTC,Binance WING/BTC,BINANCE
BINANCE:BONDETH,BOND/ETH,Binance BOND/ETH,BINANCE
BINANCE:CHRBTC,CHR/BTC,Binance CHR/BTC,BINANCE
BINANCE:CITYBNB,CITY/BNB,Binance CITY/BNB,BINANCE
BINANCE:BIFIUSDT,BIFI/USDT,Binance BIFI/USDT,BINANCE
BINANCE:BTTBUSD,BTT/BUSD,Binance BTT/BUSD,BINANCE
BINANCE:RLCETH,RLC/ETH,Binance RLC/ETH,BINANCE
BINANCE:STRATETH,STRAT/ETH,Binance STRAT/ETH,BINANCE
BINANCE:FISUSDT,FIS/USDT,Binance FIS/USDT,BINANCE
BINANCE:OCEANBUSD,OCEAN/BUSD,Binance OCEAN/BUSD,BINANCE
BINANCE:RUNETRY,RUNE/TRY,Binance RUNE/TRY,BINANCE
BINANCE:ALICEBUSD,ALICE/BUSD,Binance ALICE/BUSD,BINANCE
BINANCE:COCOSTRY,COCOS/TRY,Binance COCOS/TRY,BINANCE
BINANCE:LUNATRY,LUNA/TRY,Binance LUNA/TRY,BINANCE
BINANCE:FTMETH,FTM/ETH,Binance FTM/ETH,BINANCE
BINANCE:ONTETH,ONT/ETH,Binance ONT/ETH,BINANCE
BINANCE:BUSDBKRW,BUSD/BKRW,Binance BUSD/BKRW,BINANCE
BINANCE:CLVUSDT,CLV/USDT,Binance CLV/USDT,BINANCE
BINANCE:NBSUSDT,NBS/USDT,Binance NBS/USDT,BINANCE
BINANCE:MOVRUSDT,MOVR/USDT,Binance MOVR/USDT,BINANCE
BINANCE:AGLDBNB,AGLD/BNB,Binance AGLD/BNB,BINANCE
BINANCE:LINKBRL,LINK/BRL,Binance LINK/BRL,BINANCE
BINANCE:TRXUPUSDT,TRXUP/USDT,Binance TRXUP/USDT,BINANCE
BINANCE:USDTZAR,USDT/ZAR,Binance USDT/ZAR,BINANCE
BINANCE:ALGOUSDT,ALGO/USDT,Binance ALGO/USDT,BINANCE
BINANCE:DOGEBIDR,DOGE/BIDR,Binance DOGE/BIDR,BINANCE
BINANCE:CMTBNB,CMT/BNB,Binance CMT/BNB,BINANCE
BINANCE:IDEXUSDT,IDEX/USDT,Binance IDEX/USDT,BINANCE
BINANCE:ETCPAX,ETC/PAX,Binance ETC/PAX,BINANCE
BINANCE:MANABNB,MANA/BNB,Binance MANA/BNB,BINANCE
BINANCE:ONEUSDC,ONE/USDC,Binance ONE/USDC,BINANCE
BINANCE:XLMTUSD,XLM/TUSD,Binance XLM/TUSD,BINANCE
BINANCE:PAXBUSD,PAX/BUSD,Binance PAX/BUSD,BINANCE
BINANCE:XMRBUSD,XMR/BUSD,Binance XMR/BUSD,BINANCE
BINANCE:SLPBNB,SLP/BNB,Binance SLP/BNB,BINANCE
BINANCE:HEGICETH,HEGIC/ETH,Binance HEGIC/ETH,BINANCE
BINANCE:CLVBUSD,CLV/BUSD,Binance CLV/BUSD,BINANCE
BINANCE:USTCBUSD,USTC/BUSD,Binance USTC/BUSD,BINANCE
BINANCE:STRAXUSDT,STRAX/USDT,Binance STRAX/USDT,BINANCE
BINANCE:TFUELUSDT,TFUEL/USDT,Binance TFUEL/USDT,BINANCE
BINANCE:VENETH,VEN/ETH,Binance VEN/ETH,BINANCE
BINANCE:YFIIBTC,YFII/BTC,Binance YFII/BTC,BINANCE
BINANCE:BCNETH,BCN/ETH,Binance BCN/ETH,BINANCE
BINANCE:LTCUPUSDT,LTCUP/USDT,Binance LTCUP/USDT,BINANCE
BINANCE:LTOBUSD,LTO/BUSD,Binance LTO/BUSD,BINANCE
BINANCE:MULTIBTC,MULTI/BTC,Binance MULTI/BTC,BINANCE
BINANCE:XEMETH,XEM/ETH,Binance XEM/ETH,BINANCE
BINANCE:UMABTC,UMA/BTC,Binance UMA/BTC,BINANCE
BINANCE:RAMPBUSD,RAMP/BUSD,Binance RAMP/BUSD,BINANCE
BINANCE:EASYETH,EASY/ETH,Binance EASY/ETH,BINANCE
BINANCE:BUSDNGN,BUSD/NGN,Binance BUSD/NGN,BINANCE
BINANCE:FETUSDT,FET/USDT,Binance FET/USDT,BINANCE
BINANCE:BNXBTC,BNX/BTC,Binance BNX/BTC,BINANCE
BINANCE:GMTTRY,GMT/TRY,Binance GMT/TRY,BINANCE
BINANCE:EOSTRY,EOS/TRY,Binance EOS/TRY,BINANCE
BINANCE:PPTETH,PPT/ETH,Binance PPT/ETH,BINANCE
BINANCE:AMBBNB,AMB/BNB,Binance AMB/BNB,BINANCE
BINANCE:FIDABUSD,FIDA/BUSD,Binance FIDA/BUSD,BINANCE
BINANCE:BCPTPAX,BCPT/PAX,Binance BCPT/PAX,BINANCE
BINANCE:IOSTBTC,IOST/BTC,Binance IOST/BTC,BINANCE
BINANCE:OOKIETH,OOKI/ETH,Binance OOKI/ETH,BINANCE
BINANCE:SOLUSDC,SOL/USDC,Binance SOL/USDC,BINANCE
BINANCE:DOGEGBP,DOGE/GBP,Binance DOGE/GBP,BINANCE
BINANCE:DAIUSDT,DAI/USDT,Binance DAI/USDT,BINANCE
BINANCE:CNDETH,CND/ETH,Binance CND/ETH,BINANCE
BINANCE:ZECBTC,ZEC/BTC,Binance ZEC/BTC,BINANCE
BINANCE:CMTBTC,CMT/BTC,Binance CMT/BTC,BINANCE
BINANCE:IOSTETH,IOST/ETH,Binance IOST/ETH,BINANCE
BINANCE:QIUSDT,QI/USDT,Binance QI/USDT,BINANCE
BINANCE:USDSPAX,USDS/PAX,Binance USDS/PAX,BINANCE
BINANCE:DOTUSDT,DOT/USDT,Binance DOT/USDT,BINANCE
BINANCE:CHZTRY,CHZ/TRY,Binance CHZ/TRY,BINANCE
BINANCE:BZRXUSDT,BZRX/USDT,Binance BZRX/USDT,BINANCE
BINANCE:GHSTUSDT,GHST/USDT,Binance GHST/USDT,BINANCE
BINANCE:EVXETH,EVX/ETH,Binance EVX/ETH,BINANCE
BINANCE:ZECUSDC,ZEC/USDC,Binance ZEC/USDC,BINANCE
BINANCE:RVNBTC,RVN/BTC,Binance RVN/BTC,BINANCE
BINANCE:DOTBKRW,DOT/BKRW,Binance DOT/BKRW,BINANCE
BINANCE:DYDXBUSD,DYDX/BUSD,Binance DYDX/BUSD,BINANCE
BINANCE:CHRBUSD,CHR/BUSD,Binance CHR/BUSD,BINANCE
BINANCE:DCRBTC,DCR/BTC,Binance DCR/BTC,BINANCE
BINANCE:ACABTC,ACA/BTC,Binance ACA/BTC,BINANCE
BINANCE:WINGBNB,WING/BNB,Binance WING/BNB,BINANCE
BINANCE:SALTBTC,SALT/BTC,Binance SALT/BTC,BINANCE
BINANCE:BCNBTC,BCN/BTC,Binance BCN/BTC,BINANCE
BINANCE:CHESSBNB,CHESS/BNB,Binance CHESS/BNB,BINANCE
BINANCE:AUDUSDT,AUD/USDT,Binance AUD/USDT,BINANCE
BINANCE:BNBBEARBUSD,BNBBEAR/BUSD,Binance BNBBEAR/BUSD,BINANCE
BINANCE:ANTBUSD,ANT/BUSD,Binance ANT/BUSD,BINANCE
BINANCE:COTIUSDT,COTI/USDT,Binance COTI/USDT,BINANCE
BINANCE:PLABUSD,PLA/BUSD,Binance PLA/BUSD,BINANCE
BINANCE:WANBTC,WAN/BTC,Binance WAN/BTC,BINANCE
BINANCE:SNGLSETH,SNGLS/ETH,Binance SNGLS/ETH,BINANCE
BINANCE:HARDUSDT,HARD/USDT,Binance HARD/USDT,BINANCE
BINANCE:USDTUAH,USDT/UAH,Binance USDT/UAH,BINANCE
BINANCE:DOCKETH,DOCK/ETH,Binance DOCK/ETH,BINANCE
BINANCE:VITEBTC,VITE/BTC,Binance VITE/BTC,BINANCE
BINANCE:LOOMBUSD,LOOM/BUSD,Binance LOOM/BUSD,BINANCE
BINANCE:REIBUSD,REI/BUSD,Binance REI/BUSD,BINANCE
BINANCE:EURBUSD,EUR/BUSD,Binance EUR/BUSD,BINANCE
BINANCE:UNIEUR,UNI/EUR,Binance UNI/EUR,BINANCE
BINANCE:GLMETH,GLM/ETH,Binance GLM/ETH,BINANCE
BINANCE:RDNBTC,RDN/BTC,Binance RDN/BTC,BINANCE
BINANCE:VIBBUSD,VIB/BUSD,Binance VIB/BUSD,BINANCE
BINANCE:EOSEUR,EOS/EUR,Binance EOS/EUR,BINANCE
BINANCE:ETHUPUSDT,ETHUP/USDT,Binance ETHUP/USDT,BINANCE
BINANCE:RLCBNB,RLC/BNB,Binance RLC/BNB,BINANCE
BINANCE:SKYBNB,SKY/BNB,Binance SKY/BNB,BINANCE
BINANCE:IOTXBTC,IOTX/BTC,Binance IOTX/BTC,BINANCE
BINANCE:YOYOBTC,YOYO/BTC,Binance YOYO/BTC,BINANCE
BINANCE:SWRVBNB,SWRV/BNB,Binance SWRV/BNB,BINANCE
BINANCE:COTIBTC,COTI/BTC,Binance COTI/BTC,BINANCE
BINANCE:BTTPAX,BTT/PAX,Binance BTT/PAX,BINANCE
BINANCE:YFIUPUSDT,YFIUP/USDT,Binance YFIUP/USDT,BINANCE
BINANCE:KLAYBNB,KLAY/BNB,Binance KLAY/BNB,BINANCE
BINANCE:MAGICBUSD,MAGIC/BUSD,Binance MAGIC/BUSD,BINANCE
BINANCE:PROMBUSD,PROM/BUSD,Binance PROM/BUSD,BINANCE
BINANCE:QKCETH,QKC/ETH,Binance QKC/ETH,BINANCE
BINANCE:ERDBTC,ERD/BTC,Binance ERD/BTC,BINANCE
BINANCE:FLUXBUSD,FLUX/BUSD,Binance FLUX/BUSD,BINANCE
BINANCE:POWRBTC,POWR/BTC,Binance POWR/BTC,BINANCE
BINANCE:SNXUSDT,SNX/USDT,Binance SNX/USDT,BINANCE
BINANCE:NEARETH,NEAR/ETH,Binance NEAR/ETH,BINANCE
BINANCE:ANTUSDT,ANT/USDT,Binance ANT/USDT,BINANCE
BINANCE:FTTETH,FTT/ETH,Binance FTT/ETH,BINANCE
BINANCE:FRONTBTC,FRONT/BTC,Binance FRONT/BTC,BINANCE
BINANCE:LTCUAH,LTC/UAH,Binance LTC/UAH,BINANCE
BINANCE:SUPERBUSD,SUPER/BUSD,Binance SUPER/BUSD,BINANCE
BINANCE:GLMRBUSD,GLMR/BUSD,Binance GLMR/BUSD,BINANCE
BINANCE:PHABTC,PHA/BTC,Binance PHA/BTC,BINANCE
BINANCE:BATPAX,BAT/PAX,Binance BAT/PAX,BINANCE
BINANCE:GMTAUD,GMT/AUD,Binance GMT/AUD,BINANCE
BINANCE:NEOUSDC,NEO/USDC,Binance NEO/USDC,BINANCE
BINANCE:BNBUSDP,BNB/USDP,Binance BNB/USDP,BINANCE
BINANCE:CHATBTC,CHAT/BTC,Binance CHAT/BTC,BINANCE
BINANCE:SHIBUAH,SHIB/UAH,Binance SHIB/UAH,BINANCE
BINANCE:YFIUSDT,YFI/USDT,Binance YFI/USDT,BINANCE
BINANCE:WAXPUSDT,WAXP/USDT,Binance WAXP/USDT,BINANCE
BINANCE:QTUMETH,QTUM/ETH,Binance QTUM/ETH,BINANCE
BINANCE:FXSBUSD,FXS/BUSD,Binance FXS/BUSD,BINANCE
BINANCE:AXSAUD,AXS/AUD,Binance AXS/AUD,BINANCE
BINANCE:WANUSDT,WAN/USDT,Binance WAN/USDT,BINANCE
BINANCE:GTOETH,GTO/ETH,Binance GTO/ETH,BINANCE
BINANCE:TWTTRY,TWT/TRY,Binance TWT/TRY,BINANCE
BINANCE:LITBUSD,LIT/BUSD,Binance LIT/BUSD,BINANCE
BINANCE:COVERETH,COVER/ETH,Binance COVER/ETH,BINANCE
BINANCE:ENJBUSD,ENJ/BUSD,Binance ENJ/BUSD,BINANCE
BINANCE:EPXBUSD,EPX/BUSD,Binance EPX/BUSD,BINANCE
BINANCE:PUNDIXUSDT,PUNDIX/USDT,Binance PUNDIX/USDT,BINANCE
BINANCE:CHATETH,CHAT/ETH,Binance CHAT/ETH,BINANCE
BINANCE:PAXETH,PAX/ETH,Binance PAX/ETH,BINANCE
BINANCE:BOTBTC,BOT/BTC,Binance BOT/BTC,BINANCE
BINANCE:WRXUSDT,WRX/USDT,Binance WRX/USDT,BINANCE
BINANCE:OMUSDT,OM/USDT,Binance OM/USDT,BINANCE
BINANCE:ASTRBTC,ASTR/BTC,Binance ASTR/BTC,BINANCE
BINANCE:MLNUSDT,MLN/USDT,Binance MLN/USDT,BINANCE
BINANCE:DGDETH,DGD/ETH,Binance DGD/ETH,BINANCE
BINANCE:MIRBTC,MIR/BTC,Binance MIR/BTC,BINANCE
BINANCE:QTUMBNB,QTUM/BNB,Binance QTUM/BNB,BINANCE
BINANCE:CREAMBUSD,CREAM/BUSD,Binance CREAM/BUSD,BINANCE
BINANCE:ARDRBNB,ARDR/BNB,Binance ARDR/BNB,BINANCE
BINANCE:CTXCBNB,CTXC/BNB,Binance CTXC/BNB,BINANCE
BINANCE:GALBUSD,GAL/BUSD,Binance GAL/BUSD,BINANCE
BINANCE:CHZEUR,CHZ/EUR,Binance CHZ/EUR,BINANCE
BINANCE:IRISBTC,IRIS/BTC,Binance IRIS/BTC,BINANCE
BINANCE:MULTIBUSD,MULTI/BUSD,Binance MULTI/BUSD,BINANCE
BINANCE:BATBUSD,BAT/BUSD,Binance BAT/BUSD,BINANCE
BINANCE:WOOUSDT,WOO/USDT,Binance WOO/USDT,BINANCE
BINANCE:ALGOBIDR,ALGO/BIDR,Binance ALGO/BIDR,BINANCE
BINANCE:AVAXBRL,AVAX/BRL,Binance AVAX/BRL,BINANCE
BINANCE:RENBTCETH,RENBTC/ETH,Binance RENBTC/ETH,BINANCE
BINANCE:ONTBUSD,ONT/BUSD,Binance ONT/BUSD,BINANCE
BINANCE:REIETH,REI/ETH,Binance REI/ETH,BINANCE
BINANCE:XLMPAX,XLM/PAX,Binance XLM/PAX,BINANCE
BINANCE:XMRETH,XMR/ETH,Binance XMR/ETH,BINANCE
BINANCE:HOOKBNB,HOOK/BNB,Binance HOOK/BNB,BINANCE
BINANCE:KMDBUSD,KMD/BUSD,Binance KMD/BUSD,BINANCE
BINANCE:FISBIDR,FIS/BIDR,Binance FIS/BIDR,BINANCE
BINANCE:POLSBTC,POLS/BTC,Binance POLS/BTC,BINANCE
BINANCE:BNBBIDR,BNB/BIDR,Binance BNB/BIDR,BINANCE
BINANCE:DCRBUSD,DCR/BUSD,Binance DCR/BUSD,BINANCE
BINANCE:ETHUSDT,ETH/USDT,Binance ETH/USDT,BINANCE
BINANCE:USDCBNB,USDC/BNB,Binance USDC/BNB,BINANCE
BINANCE:MATICBIDR,MATIC/BIDR,Binance MATIC/BIDR,BINANCE
BINANCE:NPXSUSDC,NPXS/USDC,Binance NPXS/USDC,BINANCE
BINANCE:GRTEUR,GRT/EUR,Binance GRT/EUR,BINANCE
BINANCE:EOSBNB,EOS/BNB,Binance EOS/BNB,BINANCE
BINANCE:STPTUSDT,STPT/USDT,Binance STPT/USDT,BINANCE
BINANCE:DFBUSD,DF/BUSD,Binance DF/BUSD,BINANCE
BINANCE:PORTOUSDT,PORTO/USDT,Binance PORTO/USDT,BINANCE
BINANCE:LTOBTC,LTO/BTC,Binance LTO/BTC,BINANCE
BINANCE:XVGBUSD,XVG/BUSD,Binance XVG/BUSD,BINANCE
BINANCE:WBTCBTC,WBTC/BTC,Binance WBTC/BTC,BINANCE
BINANCE:WAVESTUSD,WAVES/TUSD,Binance WAVES/TUSD,BINANCE
BINANCE:LPTBTC,LPT/BTC,Binance LPT/BTC,BINANCE
BINANCE:NEARRUB,NEAR/RUB,Binance NEAR/RUB,BINANCE
BINANCE:GOBTC,GO/BTC,Binance GO/BTC,BINANCE
BINANCE:FTMBIDR,FTM/BIDR,Binance FTM/BIDR,BINANCE
BINANCE:XLMBTC,XLM/BTC,Binance XLM/BTC,BINANCE
BINANCE:WAXPBUSD,WAXP/BUSD,Binance WAXP/BUSD,BINANCE
BINANCE:XMRBNB,XMR/BNB,Binance XMR/BNB,BINANCE
BINANCE:DCRBNB,DCR/BNB,Binance DCR/BNB,BINANCE
BINANCE:RCNBTC,RCN/BTC,Binance RCN/BTC,BINANCE
BINANCE:OGNBUSD,OGN/BUSD,Binance OGN/BUSD,BINANCE
BINANCE:ICXUSDT,ICX/USDT,Binance ICX/USDT,BINANCE
BINANCE:DOTUPUSDT,DOTUP/USDT,Binance DOTUP/USDT,BINANCE
BINANCE:VITEBUSD,VITE/BUSD,Binance VITE/BUSD,BINANCE
BINANCE:IRISBNB,IRIS/BNB,Binance IRIS/BNB,BINANCE
BINANCE:DOTBIDR,DOT/BIDR,Binance DOT/BIDR,BINANCE
BINANCE:ACAUSDT,ACA/USDT,Binance ACA/USDT,BINANCE
BINANCE:IOSTUSDT,IOST/USDT,Binance IOST/USDT,BINANCE
BINANCE:LAZIOUSDT,LAZIO/USDT,Binance LAZIO/USDT,BINANCE
BINANCE:WTCBTC,WTC/BTC,Binance WTC/BTC,BINANCE
